190304 131340.735|CONFIG|Thread-5|setFileHandlers|Now logging to E:\_CTDLGT_D17\Luyentap\Contest3\Contest3\pc2Client\bin\logs directory.
190304 131622.396|INFO|Thread-20|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38860 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131633.276|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for Q C/C++ file: C:\Users\Manh Son\Desktop\QHD\Q.cpp
190304 131633.276|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #7 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131633.276|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #7 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131634.830|INFO|Thread-23|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38869 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131634.831|INFO|Thread-23|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38869, o#38869 ) recieveObject
190304 131634.831|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131634.831|INFO|Thread-23|dumpPacket|    To: TEAM450 @ site 1
190304 131634.831|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3603 QUEUED_FOR_COMPUTER_JUDGEMENT 4360 min 261608076ms from TEAM450 @ site 1 id Run--3066123997323256662 problem Q--7240274554530768864 lang C/C++--2653330288382123202
190304 131634.831|INFO|Thread-23|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38869 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131634.833|INFO|Thread-23|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38869, o#38869 ) handlePacket
190304 131634.833|INFO|Thread-23|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131634.833|INFO|Thread-23|dumpPacket|    To: TEAM450 @ site 1
190304 131634.833|INFO|Thread-23|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3603 QUEUED_FOR_COMPUTER_JUDGEMENT 4360 min 261608076ms from TEAM450 @ site 1 id Run--3066123997323256662 problem Q--7240274554530768864 lang C/C++--2653330288382123202
190304 131637.340|INFO|Thread-23|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38869 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131643.234|INFO|Thread-24|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38876 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131643.234|INFO|Thread-24|dumpPacket|Packet RUN_JUDGEMENT (Seq #38876, o#38876 ) recieveObject
190304 131643.234|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131643.234|INFO|Thread-24|dumpPacket|    To: TEAM450 @ site 1
190304 131643.234|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131643.234|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3603 JUDGED 4360 min 261608076ms from TEAM450 @ site 1 id Run--3066123997323256662 problem Q--7240274554530768864 lang C/C++--2653330288382123202
190304 131643.234|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--344114642127304733
190304 131643.234|INFO|Thread-24|info|handlePacket start Packet[RUN_JUDGEMENT] #38876 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131643.234|INFO|Thread-24|dumpPacket|Packet RUN_JUDGEMENT (Seq #38876, o#38876 ) handlePacket
190304 131643.234|INFO|Thread-24|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131643.234|INFO|Thread-24|dumpPacket|    To: TEAM450 @ site 1
190304 131643.234|INFO|Thread-24|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131643.234|INFO|Thread-24|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3603 JUDGED 4360 min 261608076ms from TEAM450 @ site 1 id Run--3066123997323256662 problem Q--7240274554530768864 lang C/C++--2653330288382123202
190304 131643.234|INFO|Thread-24|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--344114642127304733
190304 131651.102|INFO|Thread-24|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3603 JUDGED 4360 min 261608076ms from TEAM450 @ site 1 id Run--3066123997323256662 problem Q--7240274554530768864 lang C/C++--2653330288382123202; runFiles=null
190304 131651.102|INFO|Thread-24|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131651.102|INFO|Thread-24|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38876 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131657.290|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for R C/C++ file: C:\Users\Manh Son\Desktop\QHD\R.cpp
190304 131657.290|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #8 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131657.290|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #8 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131659.106|INFO|Thread-26|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38879 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131659.106|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38879, o#38879 ) recieveObject
190304 131659.106|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131659.106|INFO|Thread-26|dumpPacket|    To: TEAM450 @ site 1
190304 131659.106|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3604 QUEUED_FOR_COMPUTER_JUDGEMENT 4360 min 261632143ms from TEAM450 @ site 1 id Run--516323552687964326 problem R--3972529722283391412 lang C/C++--2653330288382123202
190304 131659.106|INFO|Thread-26|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38879 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131659.106|INFO|Thread-26|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38879, o#38879 ) handlePacket
190304 131659.106|INFO|Thread-26|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131659.106|INFO|Thread-26|dumpPacket|    To: TEAM450 @ site 1
190304 131659.106|INFO|Thread-26|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3604 QUEUED_FOR_COMPUTER_JUDGEMENT 4360 min 261632143ms from TEAM450 @ site 1 id Run--516323552687964326 problem R--3972529722283391412 lang C/C++--2653330288382123202
190304 131703.205|INFO|Thread-26|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38879 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131706.914|INFO|Thread-27|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38885 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131706.914|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #38885, o#38885 ) recieveObject
190304 131706.914|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131706.914|INFO|Thread-27|dumpPacket|    To: TEAM450 @ site 1
190304 131706.914|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131706.914|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3604 JUDGED 4360 min 261632143ms from TEAM450 @ site 1 id Run--516323552687964326 problem R--3972529722283391412 lang C/C++--2653330288382123202
190304 131706.914|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--6982218706219548858
190304 131706.914|INFO|Thread-27|info|handlePacket start Packet[RUN_JUDGEMENT] #38885 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131706.914|INFO|Thread-27|dumpPacket|Packet RUN_JUDGEMENT (Seq #38885, o#38885 ) handlePacket
190304 131706.914|INFO|Thread-27|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131706.914|INFO|Thread-27|dumpPacket|    To: TEAM450 @ site 1
190304 131706.914|INFO|Thread-27|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131706.914|INFO|Thread-27|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3604 JUDGED 4360 min 261632143ms from TEAM450 @ site 1 id Run--516323552687964326 problem R--3972529722283391412 lang C/C++--2653330288382123202
190304 131706.914|INFO|Thread-27|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--6982218706219548858
190304 131708.038|INFO|Thread-27|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3604 JUDGED 4360 min 261632143ms from TEAM450 @ site 1 id Run--516323552687964326 problem R--3972529722283391412 lang C/C++--2653330288382123202; runFiles=null
190304 131708.038|INFO|Thread-27|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131708.038|INFO|Thread-27|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38885 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131715.337|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for S C/C++ file: C:\Users\Manh Son\Desktop\QHD\S.cpp
190304 131715.337|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #9 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131715.337|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #9 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131717.671|INFO|Thread-29|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38887 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131717.671|INFO|Thread-29|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38887, o#38887 ) recieveObject
190304 131717.671|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131717.671|INFO|Thread-29|dumpPacket|    To: TEAM450 @ site 1
190304 131717.671|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3605 QUEUED_FOR_COMPUTER_JUDGEMENT 4360 min 261650153ms from TEAM450 @ site 1 id Run--1484215153135724774 problem S-6872630828038866961 lang C/C++--2653330288382123202
190304 131717.671|INFO|Thread-29|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38887 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131717.671|INFO|Thread-29|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38887, o#38887 ) handlePacket
190304 131717.671|INFO|Thread-29|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131717.671|INFO|Thread-29|dumpPacket|    To: TEAM450 @ site 1
190304 131717.671|INFO|Thread-29|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3605 QUEUED_FOR_COMPUTER_JUDGEMENT 4360 min 261650153ms from TEAM450 @ site 1 id Run--1484215153135724774 problem S-6872630828038866961 lang C/C++--2653330288382123202
190304 131725.470|INFO|Thread-30|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38895 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131725.470|INFO|Thread-30|dumpPacket|Packet RUN_JUDGEMENT (Seq #38895, o#38895 ) recieveObject
190304 131725.470|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131725.470|INFO|Thread-30|dumpPacket|    To: TEAM450 @ site 1
190304 131725.470|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131725.470|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3605 JUDGED 4360 min 261650153ms from TEAM450 @ site 1 id Run--1484215153135724774 problem S-6872630828038866961 lang C/C++--2653330288382123202
190304 131725.470|INFO|Thread-30|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--5090115304352392682
190304 131725.470|INFO|Thread-30|info|handlePacket start Packet[RUN_JUDGEMENT] #38895 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131725.470|INFO|Thread-30|dumpPacket|Packet RUN_JUDGEMENT (Seq #38895, o#38895 ) handlePacket
190304 131725.470|INFO|Thread-30|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131725.470|INFO|Thread-30|dumpPacket|    To: TEAM450 @ site 1
190304 131725.470|INFO|Thread-30|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131725.470|INFO|Thread-30|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3605 JUDGED 4360 min 261650153ms from TEAM450 @ site 1 id Run--1484215153135724774 problem S-6872630828038866961 lang C/C++--2653330288382123202
190304 131725.470|INFO|Thread-30|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--5090115304352392682
190304 131726.456|INFO|Thread-30|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3605 JUDGED 4360 min 261650153ms from TEAM450 @ site 1 id Run--1484215153135724774 problem S-6872630828038866961 lang C/C++--2653330288382123202; runFiles=null
190304 131726.456|INFO|Thread-30|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131726.456|INFO|Thread-30|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38895 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131727.055|INFO|Thread-29|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38887 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131736.754|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for T C/C++ file: C:\Users\Manh Son\Desktop\QHD\T.cpp
190304 131736.754|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #10 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131736.754|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #10 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131738.536|INFO|Thread-32|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38899 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131738.536|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38899, o#38899 ) recieveObject
190304 131738.536|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131738.536|INFO|Thread-32|dumpPacket|    To: TEAM450 @ site 1
190304 131738.536|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3606 QUEUED_FOR_COMPUTER_JUDGEMENT 4361 min 261671575ms from TEAM450 @ site 1 id Run-3359261711360837321 problem T-4473396059557911907 lang C/C++--2653330288382123202
190304 131738.536|INFO|Thread-32|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38899 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131738.536|INFO|Thread-32|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38899, o#38899 ) handlePacket
190304 131738.536|INFO|Thread-32|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131738.536|INFO|Thread-32|dumpPacket|    To: TEAM450 @ site 1
190304 131738.536|INFO|Thread-32|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3606 QUEUED_FOR_COMPUTER_JUDGEMENT 4361 min 261671575ms from TEAM450 @ site 1 id Run-3359261711360837321 problem T-4473396059557911907 lang C/C++--2653330288382123202
190304 131741.610|INFO|Thread-32|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38899 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131747.257|INFO|Thread-33|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38906 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131747.257|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #38906, o#38906 ) recieveObject
190304 131747.257|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131747.257|INFO|Thread-33|dumpPacket|    To: TEAM450 @ site 1
190304 131747.257|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131747.257|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3606 JUDGED 4361 min 261671575ms from TEAM450 @ site 1 id Run-3359261711360837321 problem T-4473396059557911907 lang C/C++--2653330288382123202
190304 131747.257|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--4267978266346327545
190304 131747.257|INFO|Thread-33|info|handlePacket start Packet[RUN_JUDGEMENT] #38906 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131747.257|INFO|Thread-33|dumpPacket|Packet RUN_JUDGEMENT (Seq #38906, o#38906 ) handlePacket
190304 131747.257|INFO|Thread-33|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131747.257|INFO|Thread-33|dumpPacket|    To: TEAM450 @ site 1
190304 131747.257|INFO|Thread-33|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131747.257|INFO|Thread-33|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3606 JUDGED 4361 min 261671575ms from TEAM450 @ site 1 id Run-3359261711360837321 problem T-4473396059557911907 lang C/C++--2653330288382123202
190304 131747.257|INFO|Thread-33|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--4267978266346327545
190304 131748.444|INFO|Thread-33|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3606 JUDGED 4361 min 261671575ms from TEAM450 @ site 1 id Run-3359261711360837321 problem T-4473396059557911907 lang C/C++--2653330288382123202; runFiles=null
190304 131748.444|INFO|Thread-33|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131748.444|INFO|Thread-33|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38906 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131756.106|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for U C/C++ file: C:\Users\Manh Son\Desktop\QHD\U.cpp
190304 131756.106|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #11 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131756.106|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #11 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131758.110|INFO|Thread-35|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38908 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131758.110|INFO|Thread-35|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38908, o#38908 ) recieveObject
190304 131758.110|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131758.110|INFO|Thread-35|dumpPacket|    To: TEAM450 @ site 1
190304 131758.110|INFO|Thread-35|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3607 QUEUED_FOR_COMPUTER_JUDGEMENT 4361 min 261690934ms from TEAM450 @ site 1 id Run--5981109788472290918 problem U-415021545814925656 lang C/C++--2653330288382123202
190304 131758.110|INFO|Thread-35|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #38908 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131758.110|INFO|Thread-35|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38908, o#38908 ) handlePacket
190304 131758.110|INFO|Thread-35|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131758.110|INFO|Thread-35|dumpPacket|    To: TEAM450 @ site 1
190304 131758.110|INFO|Thread-35|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3607 QUEUED_FOR_COMPUTER_JUDGEMENT 4361 min 261690934ms from TEAM450 @ site 1 id Run--5981109788472290918 problem U-415021545814925656 lang C/C++--2653330288382123202
190304 131759.457|INFO|Thread-35|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #38908 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131805.767|INFO|Thread-36|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #38914 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131805.767|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT (Seq #38914, o#38914 ) recieveObject
190304 131805.767|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131805.767|INFO|Thread-36|dumpPacket|    To: TEAM450 @ site 1
190304 131805.767|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131805.767|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3607 JUDGED 4361 min 261690934ms from TEAM450 @ site 1 id Run--5981109788472290918 problem U-415021545814925656 lang C/C++--2653330288382123202
190304 131805.767|INFO|Thread-36|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--1248995583113644181
190304 131805.767|INFO|Thread-36|info|handlePacket start Packet[RUN_JUDGEMENT] #38914 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131805.767|INFO|Thread-36|dumpPacket|Packet RUN_JUDGEMENT (Seq #38914, o#38914 ) handlePacket
190304 131805.767|INFO|Thread-36|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
190304 131805.767|INFO|Thread-36|dumpPacket|    To: TEAM450 @ site 1
190304 131805.767|INFO|Thread-36|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
190304 131805.767|INFO|Thread-36|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 3607 JUDGED 4361 min 261690934ms from TEAM450 @ site 1 id Run--5981109788472290918 problem U-415021545814925656 lang C/C++--2653330288382123202
190304 131805.767|INFO|Thread-36|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes-8028836472540142573 id JudgementRecord--1248995583113644181
190304 131807.004|INFO|Thread-36|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 3607 JUDGED 4361 min 261690934ms from TEAM450 @ site 1 id Run--5981109788472290918 problem U-415021545814925656 lang C/C++--2653330288382123202; runFiles=null
190304 131807.004|INFO|Thread-36|runChanged|Event not for me: sent to null but my ID is TEAM450 @ site 1
190304 131807.004|INFO|Thread-36|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #38914 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131814.390|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for V C/C++ file: C:\Users\Manh Son\Desktop\QHD\V.cpp
190304 131814.390|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #12 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131814.390|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #12 TEAM450 @ site 1 -> SERVER0 @ site 1
190304 131816.212|INFO|Thread-38|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #38916 SERVER0 @ site 1 -> TEAM450 @ site 1
190304 131816.212|INFO|Thread-38|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #38916, o#38916 ) recieveObject
190304 131816.212|INFO|Thread-38|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (99-HN-KhoaCNTT-ACM1 @ 10.99.3.97) (Contest Id: Default--6300287603622831513)
